Attribute,Commodity,Commodity type,Unit,YearType,Year,Value
Supply total,Corn,Crops,Million bushels,Market year,2024/25,17620
Supply total,Corn,Crops,Million bushels,Market year,2025/26,17840
Supply total,Corn,Crops,Million bushels,Market year,2026/27,18055
Supply total,Corn,Crops,Million bushels,Market year,2027/28,18285
Supply total,Corn,Crops,Million bushels,Market year,2028/29,18485
Supply total,Corn,Crops,Million bushels,Market year,2029/30,18675
Supply total,Corn,Crops,Million bushels,Market year,2030/31,18785
Supply total,Corn,Crops,Million bushels,Market year,2031/32,18960
Total use/disposition,Corn,Crops,Million bushels,Market year,2020/21,14819
Total use/disposition,Corn,Crops,Million bushels,Market year,2021/22,14780
Total use/disposition,Corn,Crops,Million bushels,Market year,2022/23,14830
Total use/disposition,Corn,Crops,Million bushels,Market year,2023/24,14980
Total use/disposition,Corn,Crops,Million bushels,Market year,2024/25,15175
Total use/disposition,Corn,Crops,Million bushels,Market year,2025/26,15345
Total use/disposition,Corn,Crops,Million bushels,Market year,2026/27,15495
Total use/disposition,Corn,Crops,Million bushels,Market year,2027/28,15690
Total use/disposition,Corn,Crops,Million bushels,Market year,2028/29,15865
Total use/disposition,Corn,Crops,Million bushels,Market year,2029/30,16010
Total use/disposition,Corn,Crops,Million bushels,Market year,2030/31,16110
Total use/disposition,Corn,Crops,Million bushels,Market year,2031/32,16255
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2020/21,333
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2021/22,342
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2022/23,346
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2023/24,344
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2024/25,339
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2025/26,334
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2026/27,332
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2027/28,331
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2028/29,331
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2029/30,330
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2030/31,325
Variable cost of production (per acre),Corn,Crops,Dollars,Market year,2031/32,326
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2020/21,1.94
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2021/22,1.94
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2022/23,1.91
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2023/24,1.88
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2024/25,1.83
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2025/26,1.79
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2026/27,1.76
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2027/28,1.74
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2028/29,1.71
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2029/30,1.69
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2030/31,1.65
Variable cost of production (per bushel),Corn,Crops,Dollars,Market year,2031/32,1.64
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2020/21,171.4
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2021/22,176.5
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2022/23,181
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2023/24,183
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2024/25,185
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2025/26,187
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2026/27,189
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2027/28,191
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2028/29,193
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2029/30,195
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2030/31,197
Yield/harvested acre,Corn,Crops,Bushels per acre,Market year,2031/32,199
Beginning stocks,Oats,Crops,Million bushels,Market year,2020/21,37
Beginning stocks,Oats,Crops,Million bushels,Market year,2021/22,38
Beginning stocks,Oats,Crops,Million bushels,Market year,2022/23,25
Beginning stocks,Oats,Crops,Million bushels,Market year,2023/24,36
Beginning stocks,Oats,Crops,Million bushels,Market year,2024/25,38
Beginning stocks,Oats,Crops,Million bushels,Market year,2025/26,39
Beginning stocks,Oats,Crops,Million bushels,Market year,2026/27,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2027/28,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2028/29,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2029/30,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2030/31,40
Beginning stocks,Oats,Crops,Million bushels,Market year,2031/32,39
Domestic use,Oats,Crops,Million bushels,Market year,2020/21,147
Domestic use,Oats,Crops,Million bushels,Market year,2021/22,120
Domestic use,Oats,Crops,Million bushels,Market year,2022/23,141
Domestic use,Oats,Crops,Million bushels,Market year,2023/24,146
Domestic use,Oats,Crops,Million bushels,Market year,2024/25,147
Domestic use,Oats,Crops,Million bushels,Market year,2025/26,147
Domestic use,Oats,Crops,Million bushels,Market year,2026/27,148
Domestic use,Oats,Crops,Million bushels,Market year,2027/28,148
Domestic use,Oats,Crops,Million bushels,Market year,2028/29,149
Domestic use,Oats,Crops,Million bushels,Market year,2029/30,149
Domestic use,Oats,Crops,Million bushels,Market year,2030/31,150
Domestic use,Oats,Crops,Million bushels,Market year,2031/32,150
Ending stocks,Oats,Crops,Million bushels,Market year,2020/21,38
Ending stocks,Oats,Crops,Million bushels,Market year,2021/22,25
Ending stocks,Oats,Crops,Million bushels,Market year,2022/23,36
Ending stocks,Oats,Crops,Million bushels,Market year,2023/24,38
Ending stocks,Oats,Crops,Million bushels,Market year,2024/25,39
Ending stocks,Oats,Crops,Million bushels,Market year,2025/26,40
Ending stocks,Oats,Crops,Million bushels,Market year,2026/27,40
Ending stocks,Oats,Crops,Million bushels,Market year,2027/28,40
Ending stocks,Oats,Crops,Million bushels,Market year,2028/29,40
Ending stocks,Oats,Crops,Million bushels,Market year,2029/30,40
Ending stocks,Oats,Crops,Million bushels,Market year,2030/31,39
Ending stocks,Oats,Crops,Million bushels,Market year,2031/32,38
Exports,Oats,Crops,Million bushels,Market year,2020/21,3
Exports,Oats,Crops,Million bushels,Market year,2021/22,2
Exports,Oats,Crops,Million bushels,Market year,2022/23,2
Exports,Oats,Crops,Million bushels,Market year,2023/24,2
Exports,Oats,Crops,Million bushels,Market year,2024/25,2
Exports,Oats,Crops,Million bushels,Market year,2025/26,2
Exports,Oats,Crops,Million bushels,Market year,2026/27,2
Exports,Oats,Crops,Million bushels,Market year,2027/28,2
Exports,Oats,Crops,Million bushels,Market year,2028/29,2
Exports,Oats,Crops,Million bushels,Market year,2029/30,2
Exports,Oats,Crops,Million bushels,Market year,2030/31,2
Exports,Oats,Crops,Million bushels,Market year,2031/32,2
Farm price,Oats,Crops,Dollars per bushel,Market year,2020/21,2.77
Farm price,Oats,Crops,Dollars per bushel,Market year,2021/22,3.6
Farm price,Oats,Crops,Dollars per bushel,Market year,2022/23,3.3
Farm price,Oats,Crops,Dollars per bushel,Market year,2023/24,3.15
Farm price,Oats,Crops,Dollars per bushel,Market year,2024/25,3.05
Farm price,Oats,Crops,Dollars per bushel,Market year,2025/26,3
Farm price,Oats,Crops,Dollars per bushel,Market year,2026/27,2.9
Farm price,Oats,Crops,Dollars per bushel,Market year,2027/28,2.9
Farm price,Oats,Crops,Dollars per bushel,Market year,2028/29,2.9
Farm price,Oats,Crops,Dollars per bushel,Market year,2029/30,2.9
Farm price,Oats,Crops,Dollars per bushel,Market year,2030/31,2.9
Farm price,Oats,Crops,Dollars per bushel,Market year,2031/32,2.9
Feed & residual,Oats,Crops,Million bushels,Market year,2020/21,68
Feed & residual,Oats,Crops,Million bushels,Market year,2021/22,40
Feed & residual,Oats,Crops,Million bushels,Market year,2022/23,60
Feed & residual,Oats,Crops,Million bushels,Market year,2023/24,65
Feed & residual,Oats,Crops,Million bushels,Market year,2024/25,65
Feed & residual,Oats,Crops,Million bushels,Market year,2025/26,65
Feed & residual,Oats,Crops,Million bushels,Market year,2026/27,65
Feed & residual,Oats,Crops,Million bushels,Market year,2027/28,65
Feed & residual,Oats,Crops,Million bushels,Market year,2028/29,65
Feed & residual,Oats,Crops,Million bushels,Market year,2029/30,65
Feed & residual,Oats,Crops,Million bushels,Market year,2030/31,65
Feed & residual,Oats,Crops,Million bushels,Market year,2031/32,65
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2020/21,78
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2021/22,80
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2022/23,81
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2023/24,81
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2024/25,82
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2025/26,82
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2026/27,83
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2027/28,83
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2028/29,84
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2029/30,84
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2030/31,85
"Food, seed, & industrial",Oats,Crops,Million bushels,Market year,2031/32,85
Harvested acres,Oats,Crops,Million acres,Market year,2020/21,1
Harvested acres,Oats,Crops,Million acres,Market year,2021/22,0.7
Harvested acres,Oats,Crops,Million acres,Market year,2022/23,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2023/24,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2024/25,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2025/26,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2026/27,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2027/28,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2028/29,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2029/30,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2030/31,0.9
Harvested acres,Oats,Crops,Million acres,Market year,2031/32,0.9
Imports,Oats,Crops,Million bushels,Market year,2020/21,85
Imports,Oats,Crops,Million bushels,Market year,2021/22,69
Imports,Oats,Crops,Million bushels,Market year,2022/23,95
Imports,Oats,Crops,Million bushels,Market year,2023/24,90
Imports,Oats,Crops,Million bushels,Market year,2024/25,90
Imports,Oats,Crops,Million bushels,Market year,2025/26,90
Imports,Oats,Crops,Million bushels,Market year,2026/27,90
Imports,Oats,Crops,Million bushels,Market year,2027/28,90
Imports,Oats,Crops,Million bushels,Market year,2028/29,90
Imports,Oats,Crops,Million bushels,Market year,2029/30,90
Imports,Oats,Crops,Million bushels,Market year,2030/31,90
Imports,Oats,Crops,Million bushels,Market year,2031/32,90
Loan rate,Oats,Crops,Dollars per bushel,Market year,2020/21,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2021/22,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2022/23,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2023/24,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2024/25,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2025/26,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2026/27,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2027/28,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2028/29,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2029/30,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2030/31,2
Loan rate,Oats,Crops,Dollars per bushel,Market year,2031/32,2
Planted acres,Oats,Crops,Million acres,Market year,2020/21,3
Planted acres,Oats,Crops,Million acres,Market year,2021/22,2.5
Planted acres,Oats,Crops,Million acres,Market year,2022/23,2.8
Planted acres,Oats,Crops,Million acres,Market year,2023/24,2.8
Planted acres,Oats,Crops,Million acres,Market year,2024/25,2.8
Planted acres,Oats,Crops,Million acres,Market year,2025/26,2.8
Planted acres,Oats,Crops,Million acres,Market year,2026/27,2.8
Planted acres,Oats,Crops,Million acres,Market year,2027/28,2.8
Planted acres,Oats,Crops,Million acres,Market year,2028/29,2.8
Planted acres,Oats,Crops,Million acres,Market year,2029/30,2.8
Planted acres,Oats,Crops,Million acres,Market year,2030/31,2.8
Planted acres,Oats,Crops,Million acres,Market year,2031/32,2.8
Production,Oats,Crops,Million bushels,Market year,2020/21,66
Production,Oats,Crops,Million bushels,Market year,2021/22,40
Production,Oats,Crops,Million bushels,Market year,2022/23,59
Production,Oats,Crops,Million bushels,Market year,2023/24,60
Production,Oats,Crops,Million bushels,Market year,2024/25,60
Production,Oats,Crops,Million bushels,Market year,2025/26,60
Production,Oats,Crops,Million bushels,Market year,2026/27,60
Production,Oats,Crops,Million bushels,Market year,2027/28,60
Production,Oats,Crops,Million bushels,Market year,2028/29,61
Production,Oats,Crops,Million bushels,Market year,2029/30,61
Production,Oats,Crops,Million bushels,Market year,2030/31,61
Production,Oats,Crops,Million bushels,Market year,2031/32,61
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2020/21,56
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2021/22,92
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2022/23,88
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2023/24,79
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2024/25,75
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2025/26,73
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2026/27,67
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2027/28,68
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2028/29,68
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2029/30,68
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2030/31,71
Returns over variable costs (net returns),Oats,Crops,Dollars per acre,Market year,2031/32,71
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2020/21,25.39
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2021/22,20.4
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2022/23,25.17
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2023/24,25.68
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2024/25,26.17
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2025/26,26.85
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2026/27,26.67
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2027/28,26.67
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2028/29,26.49
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2029/30,26.49
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2030/31,25.66
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2031/32,25
